job title,hiring organization,date posted,valid through,sector,job location,experience required,education requirement,type of contract,available posts
chargé d'étude commerciale,EURL YOUSHOP DZ,2025-01-08 14:36:29.300,2025-03-09 14:36:29.237,"Informatique, Télécom, Internet",['Alger'],['1 À 2 Ans'],"['Bac + 5', 'Bac + 4']",CDD Ou Mission,2
Directeur de site de production - Bouira,Magpharm,2025-01-08 14:32:27.398,2025-03-09 23:59:59.000,Industries,['Bouira'],['Plus de 10 Ans'],"['Bac + 5', 'Bac + 7', 'Bac + 4']",CDI,1
Quality Lab operator ,Entreprise anonyme,2025-01-08 14:18:53.703,2025-03-09 23:59:59.000,Industries,['Alger'],['3 À 5 Ans'],"['Bac + 5', 'Bac + 4']",CDD Ou Mission,1
Vendeur en pharmacie,Pharmacie Mammeri / Gamapharm,2025-01-08 14:17:57.022,2025-03-09 23:59:59.000,"Informatique, Télécom, Internet",['Alger'],['3 À 5 Ans'],['Bac + 2'],CDI,1
Ingénieur en équipements (bâtiments),SARL 2SP,2025-01-08 14:14:04.372,2025-03-09 23:59:59.000,Industries,['Alger'],['6 À 10 Ans'],"['Bac + 5', 'Bac + 4']",None spécifiée,1
CHEF DE GAMME COSMETIQUE,Sarl Univer Cosmetique,2025-01-08 13:59:11.112,2025-03-09 23:59:59.000,Industries,['Alger'],['3 À 5 Ans'],"['Bac + 4', 'Bac + 3']",CDD Ou Mission,1
Coordinateur Transport,Entreprise anonyme,2025-01-08 13:58:31.006,2025-03-09 23:59:59.000,Services,['Oran'],['3 À 5 Ans'],"['Bac + 3', 'Bac + 2']",CDI,1
Chef de Compte Secteur (Délégué Commercial),Entreprise anonyme,2025-01-08 13:54:35.201,2025-03-09 23:59:59.000,Industries,['Alger'],['1 À 2 Ans'],"['Bac + 3', 'Bac + 2']",CDD Ou Mission,3
GRAPHIC DESIGNER,Sarl Univer Cosmetique,2025-01-08 13:54:20.209,2025-03-09 23:59:59.000,Industries,['Alger'],['1 À 2 Ans'],['Bac + 4'],CDD Ou Mission,1
Correspondant Social,Oxxo Algérie ,2025-01-08 13:53:45.808,2025-03-09 23:59:59.000,Industries,"Bordj Bou Arreridj, Algérie",['3 À 5 Ans'],"['Bac + 4', 'Bac + 3']",CDI,1
Chargé Bureau d’Ordre,Entreprise anonyme,2025-01-08 13:53:30.125,2025-03-09 23:59:59.000,"Energie, Mines, Matière Première",['Alger'],['1 À 2 Ans'],"['Bac + 3', 'Bac + 2']",CDD Ou Mission,2
Assistant chargé du marketing,Importante entreprise,2025-01-08 13:53:20.000,2025-03-01 23:59:59.000,Services,['Alger'],['3 À 5 Ans'],['Formation Professionnelle'],None spécifiée,1
Chef de Compte Secteur (Délégué Commercial),Entreprise anonyme,2025-01-08 13:53:10.646,2025-03-09 23:59:59.000,Industries,['Sidi Bel Abbès'],['1 À 2 Ans'],"['Bac + 3', 'Bac + 2']",CDD Ou Mission,2
BRAND MANAGER,Sarl Univer Cosmetique,2025-01-08 13:50:45.099,2025-03-09 23:59:59.000,Industries,['Alger'],['3 À 5 Ans'],"['Bac + 5', 'Bac + 4']",CDD Ou Mission,1
Chef de Compte Secteur (Délégué Commercial),Entreprise anonyme,2025-01-08 13:50:07.521,2025-03-09 23:59:59.000,Industries,['Boumerdès'],['1 À 2 Ans'],"['Bac + 3', 'Bac + 2']",CDD Ou Mission,1
Assistant administratif,Importante entreprise,2025-01-08 13:43:41.000,2025-03-01 23:59:59.000,Services,['Alger'],['3 À 5 Ans'],None spécifiée,None spécifiée,1
Chef de Compte Secteur (Délégué Commercial),Entreprise anonyme,2025-01-08 13:42:44.794,2025-03-09 23:59:59.000,Industries,['Chlef'],['1 À 2 Ans'],"['Bac + 3', 'Bac + 2']",CDD Ou Mission,2
Chef de Compte Secteur (Délégué Commercial),Entreprise anonyme,2025-01-08 13:39:23.063,2025-03-09 23:59:59.000,Industries,['Médéa'],['1 À 2 Ans'],"['Bac + 3', 'Bac + 2']",CDD Ou Mission,1
Chef de Compte Secteur (Délégué Commercial),Entreprise anonyme,2025-01-08 13:38:10.290,2025-03-09 23:59:59.000,Industries,['Blida'],['1 À 2 Ans'],"['Bac + 3', 'Bac + 2']",CDD Ou Mission,1
Visiteur pharmaceutique (Sidi Bel-Abbès - Saïda),Laboratoire Merinal,2025-01-08 13:32:13.543,2025-03-09 23:59:59.000,Industries,"['Sidi Bel Abbès', 'Saïda']","['1 À 2 Ans', '3 À 5 Ans']","['Bac + 5', 'Bac + 4', 'Bac + 3', 'Bac + 2']",CDI,1
Technico-Commerciale,SOMODAL,2025-01-08 13:29:36.086,2025-03-09 13:29:36.023,Services,['Oran'],['3 À 5 Ans'],"['Bac + 5', 'Bac + 4', 'Bac + 3', 'Bac + 2']",CDI,1
Assistant de direction,Importante entreprise,2025-01-08 13:26:16.000,2025-03-01 23:59:59.000,Services,['Alger'],['3 À 5 Ans'],None spécifiée,None spécifiée,1
Chef de Compte Secteur (Délégué Commercial),Entreprise anonyme,2025-01-08 13:17:52.683,2025-03-09 23:59:59.000,Industries,['Tizi Ouzou'],['1 À 2 Ans'],"['Bac + 3', 'Bac + 2']",CDD Ou Mission,1
Brand Manager,Entreprise anonyme,2025-01-08 13:15:58.000,2025-02-22 23:59:59.000,Industries,['Alger'],['6 À 10 Ans'],['Bac + 4'],CDI,1
Chef de Compte Secteur (Délégué Commercial),Entreprise anonyme,2025-01-08 13:09:30.662,2025-03-09 23:59:59.000,Industries,['Jijel'],['1 À 2 Ans'],"['Bac + 3', 'Bac + 2']",CDD Ou Mission,1
Conducteur Process de Conditionnement,Entreprise anonyme,2025-01-08 13:08:33.839,2025-03-09 23:59:59.000,"Distribution, Commerce",['Oran'],['3 À 5 Ans'],"['Bac + 5', 'Bac + 4']",CDD Ou Mission,1
Chef de Compte Secteur (Délégué Commercial),Entreprise anonyme,2025-01-08 13:08:17.868,2025-03-09 23:59:59.000,Industries,['Béjaïa'],['1 À 2 Ans'],"['Bac + 3', 'Bac + 2']",CDD Ou Mission,1
Chargé d'étude de marché,Sarl Univer Cosmetique,2025-01-08 13:07:26.974,2025-03-09 23:59:59.000,Industries,['Alger'],['3 À 5 Ans'],"['Bac + 5', 'Bac + 4']",CDD Ou Mission,1
Consultant IT Senior,Octodet,2025-01-08 13:01:05.264,2025-03-09 23:59:59.000,"Informatique, Télécom, Internet",Algérie,"['Sans Expérience', 'Moins D’un An', '1 À 2 Ans', '3 À 5 Ans', '6 À 10 Ans']","['Bac + 5', 'Certification', 'Formation Professionnelle', 'Bac + 4', 'Bac + 3', 'Niveau Terminal']",CDI,1
Chef de Compte Secteur (Délégué Commercial),Entreprise anonyme,2025-01-08 13:00:18.332,2025-03-09 23:59:59.000,Industries,['Sétif'],['1 À 2 Ans'],"['Bac + 3', 'Bac + 2']",CDD Ou Mission,3
R&D Product & Laboratory,Danone Djurdjura Algérie,2025-01-08 12:48:35.013,2025-03-09 23:59:59.000,Industries,['Béjaïa'],['3 À 5 Ans'],['Formation Professionnelle'],None spécifiée,1
Chargée de recrutement,Entreprise anonyme,2025-01-08 12:39:43.230,2025-03-09 23:59:59.000,Services,['Alger'],['1 À 2 Ans'],['Bac + 4'],CDD Ou Mission,1
Inspecteur HSE,Hamoud Boualem,2025-01-08 12:27:52.865,2025-03-08 23:59:59.000,Industries,['Oran'],['1 À 2 Ans'],['Bac + 2'],CDI,1
Cadre chargé de la comptabilité et finance - Ténès -,Importante entreprise,2025-01-08 12:06:39.000,2025-02-02 23:59:59.000,Services,['Chlef'],['3 À 5 Ans'],"['Bac + 5', 'Bac + 4']",None spécifiée,1
Sales Manager – Orthopedics and Traumatology Line,Entreprise anonyme,2025-01-08 11:37:07.551,2025-03-09 23:59:59.000,Industries,['Alger'],"['6 À 10 Ans', 'Plus de 10 Ans']","['Bac + 5', 'Bac + 4']",CDI,1
Responsable Marketing & Communication,Entreprise anonyme,2025-01-08 11:24:52.713,2025-03-09 11:24:52.642,"Distribution, Commerce",['Alger'],['3 À 5 Ans'],"['Certification', 'Formation Professionnelle', 'Bac + 2', 'Bac + 4', 'Bac + 3']",CDD Ou Mission,1
Directeur des finances et Comptabilité,NEBBACHE FOOD INTERNATIONAL (Fromagerie CESAR),2025-01-08 11:19:55.285,2025-03-09 23:59:59.000,Industries,['Alger'],['3 À 5 Ans'],"['Bac + 5', 'Bac + 4', 'Bac + 3']",None spécifiée,1
Responsable commercial,Groupe Totemplast/Codiet,2025-01-08 11:15:13.786,2025-03-09 23:59:59.000,Industries,['Oran'],['3 À 5 Ans'],"['Bac + 4', 'Bac + 3']",CDI | CDD Ou Mission,1
Controleur de gestion,Groupe Totemplast/Codiet,2025-01-08 11:13:54.853,2025-03-09 23:59:59.000,Industries,['Oran'],['3 À 5 Ans'],"['Bac + 5', 'Bac + 4', 'Bac + 3']",CDI | CDD Ou Mission,1
Assistant(e) commerciale,EURL GH Lumière ,2025-01-08 11:13:26.083,2025-03-09 23:59:59.000,Services,['Alger'],['3 À 5 Ans'],"['Bac + 5', 'Bac + 4', 'Bac + 2']",CDD Ou Mission,3
Chargé d'Affaire,Entreprise anonyme,2025-01-08 11:12:38.014,2025-03-09 23:59:59.000,Industries,['Constantine'],['3 À 5 Ans'],"['Bac + 5', 'Bac + 4']",CDI,1
Facilities Specialist,Yassir ,2025-01-08 11:12:06.563,2025-03-09 23:59:59.000,"Informatique, Télécom, Internet",['Alger'],['3 À 5 Ans'],['Bac'],CDD Ou Mission,2
Chef de Compte Secteur (Délégué Commercial),Entreprise anonyme,2025-01-08 11:07:00.766,2025-03-09 23:59:59.000,Industries,['Constantine'],['1 À 2 Ans'],"['Bac + 3', 'Bac + 2']",CDD Ou Mission,2
Chef de Compte Secteur (Délégué Commercial),Entreprise anonyme,2025-01-08 11:03:48.128,2025-03-09 23:59:59.000,Industries,['Batna'],['1 À 2 Ans'],"['Bac + 3', 'Bac + 2']",CDD Ou Mission,1
Chef de Compte Secteur (Délégué Commercial),Entreprise anonyme,2025-01-08 11:02:40.350,2025-03-09 23:59:59.000,Industries,['Annaba'],['1 À 2 Ans'],"['Bac + 3', 'Bac + 2']",CDD Ou Mission,1
Chef de Compte Secteur (Délégué Commercial),Entreprise anonyme,2025-01-08 10:56:42.655,2025-03-09 23:59:59.000,Industries,['Oran'],['1 À 2 Ans'],"['Bac + 3', 'Bac + 2']",CDD Ou Mission,2
Commercial – Domaine Événementiel et Organisation de,BOOSTEVENT ,2025-01-08 10:55:04.000,2025-03-06 23:59:59.000,Services,['Alger'],"['1 À 2 Ans', '3 À 5 Ans']",['Formation Professionnelle'],CDD Ou Mission,1
Caissier (H/F),Natixis Algérie,2025-01-08 10:54:43.311,2025-03-09 23:59:59.000,"Banque, Assurance, Finance",['Oran'],"['Moins D’un An', '1 À 2 Ans']","['Bac + 5', 'Bac + 4']",CDI,1
Chargé d’étude et veille Marketing .,Soficlef,2025-01-08 10:40:08.897,2025-03-09 23:59:59.000,Industries,['Boumerdès'],['1 À 2 Ans'],"['Bac + 5', 'Niveau universitaire', 'Bac + 3', 'Diplôme']",CDI,1
Commercial(e) specialisé(e) en architecture,Entreprise anonyme,2025-01-08 10:37:05.330,2025-03-09 10:37:05.275,"Distribution, Commerce",['Oran'],"['Sans Expérience', 'Moins D’un An', '1 À 2 Ans']","['Bac + 5', 'Certification', 'Formation Professionnelle', 'Bac + 4', 'Bac + 3']",CDD Ou Mission,1
Développeur frontend senior,Entreprise anonyme,2025-01-08 10:13:11.000,2025-03-09 23:59:59.000,"Informatique, Télécom, Internet",['Alger'],['3 À 5 Ans'],"['Bac + 5', 'Bac + 4']",CDD Ou Mission,3
Superviseur Commercial,Entreprise anonyme,2025-01-08 10:11:54.299,2025-03-09 23:59:59.000,Services,Algérie,['3 À 5 Ans'],['Bac + 3'],CDD Ou Mission,1
Développeur Odoo,Entreprise anonyme,2025-01-08 09:48:07.285,2025-03-09 23:59:59.000,"Informatique, Télécom, Internet",['Alger'],['3 À 5 Ans'],"['Bac + 5', 'Bac + 7', 'Bac + 4']",CDD Ou Mission,3
Senior UI/UX Designer,Entreprise anonyme,2025-01-08 09:47:13.007,2025-03-09 23:59:59.000,"Informatique, Télécom, Internet",['Alger'],"['1 À 2 Ans', '3 À 5 Ans']","['Bac + 5', 'Bac + 4', 'Bac + 3']",CDD Ou Mission,2
Secretaire medicale (biologiste),Centre diagnostique Chahids Mahmoudi,2025-01-08 09:45:56.782,2025-03-09 23:59:59.000,Services,['Alger'],['3 À 5 Ans'],"['Formation Professionnelle', 'Bac + 3', 'Bac + 2']",CDI,3
Recruitement Coordinator (H-F),Société Générale Algérie,2025-01-08 09:45:44.279,2025-03-09 23:59:59.000,"Banque, Assurance, Finance",['Alger'],['Moins D’un An'],None spécifiée,CDD Ou Mission,1
QA Officer,Medipharma international,2025-01-08 09:41:23.441,2025-03-09 23:59:59.000,Industries,['Alger'],"['1 À 2 Ans', '3 À 5 Ans']","['Bac + 5', 'Bac + 4']",CDI | CDD Ou Mission,1
TOP engineer « Turn over package Engineer »,AE2I Algérie ,2025-01-08 09:25:06.170,2025-03-09 23:59:59.000,Industries,['Laghouat'],"['3 À 5 Ans', '6 À 10 Ans']",['Bac + 7'],CDD Ou Mission,1
Délégué Commercial,Soficlef,2025-01-08 09:16:55.862,2025-03-09 23:59:59.000,Industries,['Boumerdès'],"['1 À 2 Ans', '3 À 5 Ans']",['Formation Professionnelle'],None spécifiée,2
Visiteur Pharmacie,"SPA Vital Care Production, Distribution et Logistique ",2025-01-08 09:15:40.207,2025-02-16 23:59:59.000,Industries,['Alger'],"['3 À 5 Ans', '6 À 10 Ans']",['Bac + 4'],CDI,1
Directeur Commercial,Entreprise anonyme,2025-01-08 09:11:57.867,2025-03-09 23:59:59.000,Services,['Alger'],"['6 À 10 Ans', 'Plus de 10 Ans']","['Bac + 5', 'Bac + 4', 'Bac + 3']",CDI,1
commercial,Sarl Cooper Tech,2025-01-08 09:11:04.075,2025-03-09 09:11:04.006,Industries,['Oran'],['3 À 5 Ans'],['Bac + 4'],CDD Ou Mission,8
Agent documentation,Entreprise anonyme,2025-01-08 09:03:50.000,2025-01-16 23:59:59.000,Services,['Alger'],['3 À 5 Ans'],['Bac + 4'],CDI,3
QHSE,Entreprise anonyme,2025-01-08 09:01:06.000,2025-02-27 23:59:59.000,"Distribution, Commerce",['Alger'],['1 À 2 Ans'],['Bac + 4'],CDI | CDD Ou Mission,1
Chef de Service Gestion du Risque,Gulf Bank Algérie (AGB),2025-01-08 08:52:54.688,2025-03-09 23:59:59.000,"Banque, Assurance, Finance",['Alger'],['3 À 5 Ans'],"['Bac + 5', 'Bac + 4']",CDI,1
Auditeur,Gulf Bank Algérie (AGB),2025-01-08 08:51:03.381,2025-03-07 23:59:59.000,"Banque, Assurance, Finance",['Alger'],"['1 À 2 Ans', '3 À 5 Ans']","['Bac + 5', 'Bac + 4']",CDI,1
Assistante Administrative,BR CONCEPT,2025-01-08 08:48:48.131,2025-03-09 23:59:59.000,Services,['Alger'],['3 À 5 Ans'],['Formation Professionnelle'],CDI,1
Graphiste Senior 2D ( impression et finalisation),BR CONCEPT,2025-01-08 08:48:09.062,2025-03-09 23:59:59.000,Services,['Alger'],['3 À 5 Ans'],"['Bac + 5', 'Bac + 4', 'Bac + 3']",CDI,1
Analyste Conformité de la Sécurité Informatique et la Cyber Sécurité,Gulf Bank Algérie (AGB),2025-01-08 08:48:05.753,2025-03-09 23:59:59.000,"Banque, Assurance, Finance",['Alger'],"['1 À 2 Ans', '3 À 5 Ans']","['Bac + 5', 'Bac + 4']",CDI,1
Directeur d'agence,Gulf Bank Algérie (AGB),2025-01-08 08:47:42.096,2025-03-09 23:59:59.000,"Banque, Assurance, Finance",['Annaba'],['6 À 10 Ans'],"['Bac + 5', 'Bac + 4']",CDI,1
Chef de projet événementiel,BR CONCEPT,2025-01-08 08:46:44.634,2025-03-09 23:59:59.000,Services,['Alger'],['3 À 5 Ans'],"['Bac + 5', 'Bac + 4', 'Bac + 3']",CDI,1
OPERATEUR MACHINE D'IMPRESSION,Dinamique,2025-01-08 08:43:41.975,2025-03-09 23:59:59.000,Services,['Alger'],['3 À 5 Ans'],"['Formation Professionnelle', 'Bac + 3']",CDD Ou Mission,1
Magasinier & Sourcing PR (pièces de rechanges),Entreprise anonyme,2025-01-08 08:34:34.561,2025-03-09 23:59:59.000,"Distribution, Commerce",['Alger'],['3 À 5 Ans'],['Formation Professionnelle'],CDI,1
Cariste,Entreprise anonyme,2025-01-08 08:34:06.214,2025-03-09 23:59:59.000,Industries,['Boumerdès'],['3 À 5 Ans'],['Niveau Secondaire'],CDD Ou Mission,3
technicien laboratoire agro-alimentaire,Entreprise anonyme,2025-01-08 08:33:05.497,2025-03-09 23:59:59.000,Industries,['Alger'],['3 À 5 Ans'],"['Bac + 4', 'Formation Professionnelle']",CDD Ou Mission,1
Comptable,Entreprise anonyme,2025-01-08 08:32:24.000,2025-03-08 23:59:59.000,"Distribution, Commerce",['Alger'],['3 À 5 Ans'],"['Bac + 5', 'Bac + 4', 'Bac + 3']",CDD Ou Mission,1
ASSISTANTE PDG,Entreprise anonyme,2025-01-08 08:28:43.000,2025-03-08 23:59:59.000,"Distribution, Commerce",['Alger'],['3 À 5 Ans'],"['Bac + 5', 'Bac + 4', 'Bac + 3']",CDD Ou Mission,1
CAISSIER,Entreprise anonyme,2025-01-08 08:22:41.000,2025-03-08 23:59:59.000,"Distribution, Commerce",['Alger'],['3 À 5 Ans'],"['Bac + 5', 'Bac + 4', 'Bac + 3']",CDD Ou Mission,1
Chef de Projet,Fransabank,2025-01-08 08:16:55.982,2025-03-07 23:59:59.000,"Banque, Assurance, Finance",['Alger'],['1 À 2 Ans'],"['Bac + 5', 'Bac + 4']",CDI,1
DIRECTEUR REGIONAL,Entreprise anonyme,2025-01-08 08:08:09.615,2025-02-21 23:59:59.000,"Banque, Assurance, Finance",['Alger'],['1 À 2 Ans'],['Formation Professionnelle'],CDI,1
LIAD ALGER :  Professeur d'arabe (H/F) rentrée 2024,Liad,2025-01-08 08:00:33.863,2025-03-09 23:59:59.000,Services,['Alger'],['3 À 5 Ans'],"['Bac + 5', 'Bac + 4']",CDD Ou Mission,1
Merchandiser,Faderco SPA,2025-01-08 07:59:26.564,2025-03-09 23:59:59.000,Industries,['El Oued'],['1 À 2 Ans'],"['Bac + 5', 'Niveau universitaire', 'Bac + 3', 'Diplôme']",CDD Ou Mission,1
Agent Vacataire (H-F) Agence Ain Temouchent,Société Générale Algérie,2025-01-08 07:45:42.082,2025-03-09 23:59:59.000,"Banque, Assurance, Finance",['Alger'],['Moins D’un An'],['Bac + 4'],CDD Ou Mission,1
Responsable de la Formation Technique après-vente APV,Entreprise anonyme,2025-01-08 07:43:53.991,2025-03-08 23:59:59.000,"Distribution, Commerce",['Alger'],['6 À 10 Ans'],['Bac + 2'],CDI,1
Brand Manager,Sarl Tango ,2025-01-08 07:42:00.643,2025-03-08 23:59:59.000,Industries,['Alger'],['3 À 5 Ans'],"['Bac + 5', 'Bac + 4', 'Bac + 3']",CDI,1
Commerciale,Sarl Quatre Freres Medical,2025-01-08 07:41:24.343,2025-03-08 23:59:59.000,Services,['Tizi Ouzou'],['1 À 2 Ans'],['Bac + 3'],CDI,1
Agent Commercial Polyvalent (H-F)  Agence Ain Temouchent,Société Générale Algérie,2025-01-08 07:37:06.053,2025-03-09 23:59:59.000,"Banque, Assurance, Finance",['Alger'],['Moins D’un An'],['Bac + 4'],CDD Ou Mission,1
Responsable achat et approvisionnement,SARL BIG DIS,2025-01-08 00:34:56.743,2025-03-09 23:59:59.000,Industries,['Constantine'],"['3 À 5 Ans', '6 À 10 Ans']",['Bac + 3'],CDI,1
Aide comptable,SARL BIG DIS,2025-01-08 00:32:37.423,2025-03-09 23:59:59.000,Industries,['Constantine'],"['1 À 2 Ans', '3 À 5 Ans']",['Bac + 3'],CDD Ou Mission,1
Comptable,SARL BIG DIS,2025-01-08 00:31:31.574,2025-03-09 23:59:59.000,Industries,['Constantine'],"['1 À 2 Ans', '3 À 5 Ans']",['Bac + 3'],CDD Ou Mission,1
Assistante commerciale, Optic Boudaa,2025-01-08 00:00:02.935,2025-02-06 23:59:59.000,Services,['Alger'],['1 À 2 Ans'],None spécifiée,None spécifiée,1
Head of Partnerships,Entreprise anonyme,2025-01-07 21:08:17.847,2025-02-23 09:26:35.107,"Distribution, Commerce",['Alger'],"['3 To 5 Years', '6 To 10 Yars', 'More Than 10 Years']","['Bac + 5', 'Certification', 'Bac + 4', 'Bac + 3']",Permanent Contract,1
Visiteur Pharmacie (Chlef),"SPA Vital Care Production, Distribution et Logistique ",2025-01-07 20:45:29.000,2025-03-07 23:59:59.000,Industries,['Chlef'],"['3 À 5 Ans', '6 À 10 Ans']","['Bac + 5', 'Bac + 7', 'Bac + 4']",CDI,1
Sales Force Effectiveness Manager,Celia Algérie,2025-01-07 16:43:44.010,2025-03-08 23:59:59.000,Industries,['Alger'],['6 À 10 Ans'],"['Bac + 5', 'Bac + 4']",CDI,1
CHAUFFEUR,Entreprise anonyme,2025-01-07 15:55:06.545,2025-03-08 23:59:59.000,"Distribution, Commerce",['Alger'],"['3 À 5 Ans', '6 À 10 Ans']",['Bac + 3'],CDD Ou Mission,1
Assistante Administrative,Entreprise anonyme,2025-01-07 15:49:41.513,2025-03-08 23:59:59.000,"BTP, Construction, Immobilier",['Alger'],['3 À 5 Ans'],['Bac + 3'],CDD Ou Mission,1
Ingénieur statistique et planification,COSIDER CANALISATION POLE C01,2025-01-07 15:30:15.110,2025-03-08 23:59:59.000,"Energie, Mines, Matière Première",['Ouargla'],['3 À 5 Ans'],"['Bac + 5', 'Bac + 4']",CDD Ou Mission,1
Ingénieur Aéronautique / Supervision des Interfaces et Suivi PNS.,ANAC,2025-01-07 15:28:53.338,2025-03-08 23:59:59.000,Services,['Alger'],['3 À 5 Ans'],['Bac + 4'],CDI,1
Ingénieur Aéronautique / Service Gestion des Donnée et Suivi des Performances,ANAC,2025-01-07 15:28:18.044,2025-03-08 23:59:59.000,Services,['Alger'],['3 À 5 Ans'],['Bac + 4'],CDI,1
Chef Comptable,Entreprise anonyme,2025-01-07 15:27:40.060,2025-03-08 23:59:59.000,Services,['Alger'],['Plus de 10 Ans'],"['Bac + 5', 'Bac + 4']",CDI,1
TECHNICIEN TERRAIN,High tech Systems,2025-01-07 15:26:59.000,2025-02-07 23:59:59.000,Services,['Alger'],['3 À 5 Ans'],None spécifiée,None spécifiée,1
Responsable de la Comptabilité et des Finances,Giba Holdings,2025-01-07 15:25:42.836,2025-03-08 23:59:59.000,Industries,['Biskra'],['3 À 5 Ans'],['Bac + 4'],CDD Ou Mission,1
Commercial - Promotion Immobilière -,SARL PROMOTION IMMOBILIÈRE PARADOXE,2025-01-07 15:19:31.375,2025-03-08 23:59:59.000,"BTP, Construction, Immobilier",['Alger'],['3 À 5 Ans'],"['Bac + 5', 'Bac + 4', 'Bac + 3']",None spécifiée,1
Turnaround coordinator,Swissport,2025-01-07 15:16:02.412,2025-03-08 23:59:59.000,Services,['Alger'],"['Moins D’un An', '1 À 2 Ans']",['Bac + 3'],CDD Ou Mission,5
PHARMACIEN DIRECTEUR TECHNIQUE,SARL RE INNOVATE GROUP,2025-01-07 15:04:34.490,2025-03-08 23:59:59.000,"Distribution, Commerce",['Oran'],['3 À 5 Ans'],['Formation Professionnelle'],None spécifiée,1
Gestionnaire Ressources Humaines,Sarl Conserverie Générale Alimentaire TESSALA ,2025-01-07 14:59:41.225,2025-03-08 23:59:59.000,Industries,['Alger'],['3 À 5 Ans'],['Bac + 3'],CDD Ou Mission,1
Conducteur Machine de Conditionnement,Entreprise anonyme,2025-01-07 14:57:21.484,2025-02-27 23:59:59.000,Industries,['Alger'],['Moins D’un An'],['Formation Professionnelle'],CDD Ou Mission,19
COMMERCIAL B TO B,Plast paper,2025-01-07 14:56:25.495,2025-03-08 23:59:59.000,Industries,['Oran'],['3 À 5 Ans'],"['Bac + 5', 'Bac + 4', 'Bac + 3', 'Bac + 2']",CDI,1
directeur industriel,ALKATECH Group Spa,2025-01-07 14:55:40.965,2025-03-03 23:59:59.000,Industries,['Alger'],['Plus de 10 Ans'],"['Bac + 5', 'Bac + 4']",CDI,1
"Directeur Développement, Intégration et Conseil IT",ITDS ,2025-01-07 14:53:57.317,2025-03-08 23:59:59.000,Services,['Alger'],['3 À 5 Ans'],['Formation Professionnelle'],None spécifiée,1
Chef Service Comptabilité,Entreprise anonyme,2025-01-07 14:53:16.996,2025-03-08 23:59:59.000,"Distribution, Commerce",['Alger'],"['3 À 5 Ans', '6 À 10 Ans']",['Bac + 4'],CDD Ou Mission,1
 Ingénieur en Génie Civil,Al Manara Promotion,2025-01-07 14:53:12.082,2025-03-08 14:53:12.017,"BTP, Construction, Immobilier",['Jijel'],['3 À 5 Ans'],"['Bac + 5', 'Bac + 4', 'Bac + 3']",CDD Ou Mission,1
Développeurs programmes,Entreprise anonyme,2025-01-07 14:47:04.687,2025-03-08 23:59:59.000,Services,['Alger'],['3 À 5 Ans'],"['Bac + 5', 'Bac + 4']",CDD Ou Mission,2
Responsable Contrôle Qualité,ALKATECH Group Spa,2025-01-07 14:45:27.374,2025-02-15 23:59:59.000,Industries,"['Batna', 'Boumerdès']",['6 À 10 Ans'],"['Bac + 5', 'Bac + 4']",CDD Ou Mission,2
Superviseur HSE,ALKATECH Group Spa,2025-01-07 14:44:38.479,2025-02-16 23:59:59.000,Industries,"['Batna', 'Boumerdès']",['3 À 5 Ans'],"['Bac + 5', 'Bac + 4']",CDD Ou Mission,2
Assistant(e) Administratif,Doner kebab,2025-01-07 14:31:25.740,2025-03-08 14:31:25.705,"Distribution, Commerce",['Blida'],['3 À 5 Ans'],['Bac + 4'],CDD Ou Mission,1
Comptable,SNB SPA,2025-01-07 14:30:19.843,2025-03-08 23:59:59.000,Industries,['Oran'],['3 À 5 Ans'],['Bac + 3'],CDI,1
ASSISTANT (E) RH,Plast paper,2025-01-07 14:30:11.101,2025-03-08 23:59:59.000,Industries,['Oran'],['1 À 2 Ans'],"['Bac + 5', 'Formation Professionnelle', 'Bac + 2', 'Bac + 4', 'Bac + 3']",CDI,1
